Material;Packing Type;Numerator;Denom.;Length;Length;Width;Width;Height;Height;Volume;Volume;Gross weight;Gross weight;net weight;net weight
X301747000;PLR;300;1;1 200,00;MM;800;MM;130;MM;124,8;CDM;45 000,00;G;42 300,00;G
X301747000;SU;6;1;106;MM;106;MM;130;MM;1,461;CDM;900;G;846;G
X301747001;CU;1;1;47,5;MM;47,5;MM;108;MM;0,244;CDM;141;G;141;G
X301747001;PAL;2 400;1;1 200,00;MM;800;MM;1 184,00;MM;1 136,64;CDM;384 000,00;G;338 400,00;G
X301747001;PC;1;1;47,5;MM;47,5;MM;108;MM;0,244;CDM;141;G;141;G
X301747001;PLR;300;1;1 200,00;MM;800;MM;130;MM;124,8;CDM;45 000,00;G;42 300,00;G
X301747001;PLU;3 168;1;1 200,00;MM;1 000,00;MM;1 190,00;MM;1 428,00;CDM;500 200,00;G;446 688,00;G
X301747001;PRU;396;1;1 200,00;MM;1 000,00;MM;130;MM;156;CDM;59 400,00;G;55 836,00;G
X301747001;SU;6;1;154;MM;105;MM;130;MM;1,461;CDM;900;G;846;G
X301747600;CU;1;1;51,82;MM;83,82;MM;203,2;MM;0,883;CDM;567;G;400;G
X301747600;PAL;1 200;1;1 200,00;MM;800;MM;1 229,00;MM;1 179,84;CDM;720 800,00;G;480 000,00;G
X301747600;PC;1;1;51,82;MM;83,82;MM;203,2;MM;0,883;CDM;567;G;400;G
X301747600;PLR;240;1;1 158,00;MM;796;MM;217;MM;200,024;CDM;139 360,00;G;96 000,00;G
X301747600;PLU;1 170;1;1 200,00;MM;1 000,00;MM;1 235,00;MM;1 482,00;CDM;704 380,00;G;468 000,00;G
X301747600;PRU;234;1;1 028,00;MM;861;MM;217;MM;192,068;CDM;135 876,00;G;93 600,00;G
X301747600;SU;6;1;181;MM;123;MM;217;MM;4,831;CDM;3 484,00;G;2 400,00;G
X301747700;CU;1;1;46,69;MM;62,64;MM;155,58;MM;0,455;CDM;259,5;G;232;G
X301747700;PAL;1 200;1;1 200,00;MM;800;MM;1 174,00;MM;1 127,04;CDM;344 600,00;G;278 400,00;G
X301747700;PC;1;1;46,99;MM;62,64;MM;155,8;MM;0,459;CDM;259,5;G;232;G
X301747700;PLR;240;1;1 148,00;MM;760;MM;206;MM;179,731;CDM;64 120,00;G;55 680,00;G
X301747700;PLU;1 650;1;1 200,00;MM;1 000,00;MM;1 180,00;MM;1 416,00;CDM;465 825,00;G;382 800,00;G
X301747700;PRU;330;1;1 199,00;MM;945;MM;206;MM;233,409;CDM;88 165,00;G;76 560,00;G
X301747700;SU;6;1;152;MM;135;MM;206;MM;4,227;CDM;1 603,00;G;1 392,00;G
X301797100;CU;1;1;160;MM;60;MM;180;MM;1,728;CDM;350;G;321;G
X301797100;PC;1;1;160;MM;60;MM;180;MM;1,728;CDM;350;G;321;G
X301797100;PLU;756;1;1 200,00;MM;1 000,00;MM;1 426,00;MM;1 711,20;CDM;297 000,00;G;242 676,00;G
X301797100;PRU;108;1;1 200,00;MM;1 000,00;MM;190;MM;228;CDM;38 160,00;G;34 668,00;G
X301797100;SU;6;1;370;MM;165;MM;190;MM;11,6;CDM;2 120,00;G;1 926,00;G
X301797202;CU;1;1;250;MM;115;MM;175;MM;5,031;CDM;644;G;611;G
X301797202;PAL;84;1;1 200,00;MM;800;MM;1 453,00;MM;1 394,88;CDM;78 376,00;G;51 324,00;G
X301797202;PC;1;1;250;MM;115;MM;175;MM;5,031;CDM;644;G;611;G
X301797202;PLR;12;1;1 000,00;MM;402;MM;187;MM;75,174;CDM;7 768,00;G;7 332,00;G
X301797202;PLU;168;1;1 200,00;MM;1 000,00;MM;1 459,00;MM;1 750,80;CDM;133 752,00;G;102 648,00;G
X301797202;PRU;24;1;1 000,00;MM;804;MM;187;MM;150,348;CDM;15 536,00;G;14 664,00;G
X301797202;SU;6;1;500;MM;402;MM;187;MM;37,587;CDM;3 884,00;G;3 666,00;G
X301824401;CU;1;1;220;MM;56;MM;160;MM;1,971;CDM;391;G;371;G
X301824401;PAL;660;1;1 200,00;MM;800;MM;1 774,00;MM;1 703,04;CDM;284 260,00;G;244 860,00;G
X301824401;PC;1;1;220;MM;56;MM;160;MM;1,971;CDM;391;G;371;G
X301824401;PLR;66;1;1 100,00;MM;773;MM;163;MM;138,599;CDM;26 026,00;G;24 486,00;G
X301824401;PLU;720;1;1 200,00;MM;1 000,00;MM;1 454,00;MM;1 744,80;CDM;308 920,00;G;267 120,00;G
X301824401;PRU;90;1;1 200,00;MM;1 000,00;MM;163;MM;195,6;CDM;35 490,00;G;33 390,00;G
X301824401;SU;6;1;333;MM;220;MM;163;MM;10,648;CDM;2 366,00;G;2 226,00;G
X301834800;CU;1;1;80;MM;17;MM;145;MM;0,197;CDM;59;G;59;G
X301834800;PAL;2 730;1;1 200,00;MM;800;MM;1 194,00;MM;1 146,24;CDM;185 070,00;G;161 070,00;G
X301834800;PC;1;12;80;MM;17;MM;145;MM;0,197;CDM;0;;59;G
X301834800;PLR;390;1;1 200,00;MM;768;MM;150;MM;138,24;CDM;23 010,00;G;23 010,00;G
X301834800;PLU;3 000;1;1 200,00;MM;1 000,00;MM;1 050,00;MM;1 274,40;CDM;202 000,00;G;177 000,00;G
X301834800;PRU;500;1;1 200,00;MM;960;MM;150;MM;1 050,62;CDM;29 500,00;G;29 500,00;G
X301834800;SU;10;1;240;MM;96;MM;150;MM;3,456;CDM;590;G;590;G
X301835200;CU;1;1;70;MM;70;MM;35;MM;0,172;CDM;91;G;75;G
X301835200;PAL;4 320;1;1 200,00;MM;800;MM;1 251,00;MM;1 219,20;CDM;477 600,00;G;324 000,00;G
X301835200;PC;1;1;70;MM;70;MM;35;MM;0,172;CDM;91;G;75;G
X301835200;PLR;160;1;1 192,00;MM;745;MM;41;MM;39,36;CDM;16 800,00;G;12 000,00;G
X301835200;PLU;5 184;1;1 200,00;MM;1 000,00;MM;1 257,00;MM;1 508,40;CDM;569 320,00;G;388 800,00;G
X301835200;PRU;192;1;1 192,00;MM;894;MM;41;MM;43,692;CDM;20 160,00;G;14 400,00;G
X301835200;SU;4;1;149;MM;149;MM;41;MM;0,91;CDM;420;G;300;G
X301835201;CU;1;1;70;MM;70;MM;35;MM;0,172;CDM;88;G;78;G
X301835201;DU;24;1;310;MM;160;MM;143;MM;7,093;CDM;2 670,00;G;1 872,00;G
X301835201;PC;1;1;70;MM;70;MM;35;MM;0,172;CDM;88;G;78;G
X301835201;PLU;3 024;1;1 200,00;MM;1 000,00;MM;993;MM;1 191,60;CDM;366 420,00;G;235 872,00;G
X301835201;PRU;504;1;1 200,00;MM;1 000,00;MM;143;MM;171,6;CDM;56 070,00;G;39 312,00;G
X301835201;SU;4;1;149;MM;149;MM;41;MM;0,91;CDM;420;G;312;G
X301835202;CU;1;1;70;MM;70;MM;35;MM;0,172;CDM;91;G;75;G
X301835202;PAL;4 320;1;1 200,00;MM;800;MM;1 251,00;MM;1 219,20;CDM;477 600,00;G;324 000,00;G
X301835202;PC;1;1;70;MM;70;MM;35;MM;0,172;CDM;91;G;75;G
X301835202;PLR;160;1;1 192,00;MM;745;MM;41;MM;39,36;CDM;16 800,00;G;12 000,00;G
X301835202;PLU;5 184;1;1 200,00;MM;1 000,00;MM;1 257,00;MM;1 508,40;CDM;569 320,00;G;388 800,00;G
X301835202;PRU;192;1;1 192,00;MM;894;MM;41;MM;43,692;CDM;20 160,00;G;14 400,00;G
X301835202;SU;4;1;149;MM;149;MM;41;MM;0,91;CDM;420;G;300;G
X301835600;CU;1;1;240;MM;240;MM;57;MM;3,283;CDM;663;G;623;G
X301835600;PAL;360;1;1 200,00;MM;800;MM;1 644,00;MM;1 578,24;CDM;256 800,00;G;224 280,00;G
X301835600;PC;1;1;240;MM;240;MM;57;MM;3,283;CDM;663;G;623;G
X301835600;PLR;60;1;1 200,00;MM;750;MM;250;MM;225;CDM;38 800,00;G;37 380,00;G
X301835600;PLU;360;1;1 200,00;MM;1 000,00;MM;1 395,00;MM;1 674,00;CDM;232 800,00;G;224 280,00;G
X301835600;PRU;72;1;1 200,00;MM;1 000,00;MM;250;MM;300;CDM;46 560,00;G;44 856,00;G
X301835600;SU;6;1;350;MM;250;MM;250;MM;21,875;CDM;3 880,00;G;3 738,00;G
X301835601;CU;1;1;57;MM;240;MM;240;MM;3,283;CDM;663;G;623;G
X301835601;PAL;270;1;1 200,00;MM;800;MM;1 394,00;MM;1,338;M3;198 600,00;G;168 210,00;G
X301835601;PC;1;1;57;MM;240;MM;240;MM;3,283;CDM;663;G;623;G
X301835601;PLR;54;1;1 200,00;MM;800;MM;250;MM;0,24;M3;34 920,00;G;33 642,00;G
X301835601;PLU;360;1;1 200,00;MM;1 000,00;MM;1 395,00;MM;1 674,00;CDM;257 800,00;G;224 280,00;G
X301835601;PRU;72;1;1 200,00;MM;1 000,00;MM;250;MM;300;CDM;46 560,00;G;44 856,00;G
X301835601;SU;6;1;350;MM;250;MM;250;MM;21,875;CDM;3 880,00;G;3 738,00;G
X301835700;CU;1;1;57;MM;240;MM;240;MM;3,283;CDM;1 144,00;G;960;G
X301835700;PAL;216;1;1 200,00;MM;800;MM;1 184,00;MM;1 136,64;CDM;293 280,00;G;207 360,00;G
X301835700;PC;1;1;57;MM;240;MM;240;MM;3,283;CDM;1 144,00;G;960;G
X301835700;PLR;54;1;1 095,00;MM;750;MM;260;MM;213,525;CDM;67 320,00;G;51 840,00;G
X301835700;PLU;288;1;1 200,00;MM;1 000,00;MM;1 190,00;MM;1 428,00;CDM;384 040,00;G;276 480,00;G
X301835700;PRU;72;1;1 095,00;MM;1 000,00;MM;260;MM;284,7;CDM;89 760,00;G;69 120,00;G
X301835700;SU;6;1;365;MM;250;MM;260;MM;23,725;CDM;7 480,00;G;5 760,00;G
X301835701;CU;1;1;57;MM;240;MM;240;MM;3,283;CDM;1 144,00;G;960;G
X301835701;PAL;270;1;1 200,00;MM;800;MM;1 394,00;MM;1,338;M3;372 200,00;G;259 200,00;G
X301835701;PC;1;1;57;MM;240;MM;240;MM;3,283;CDM;1 144,00;G;960;G
X301835701;PLR;54;1;1 200,00;MM;800;MM;250;MM;0,24;M3;69 640,00;G;51 840,00;G
X301835701;PLU;360;1;1 200,00;MM;1 000,00;MM;1 400,00;MM;1 674,00;CDM;442 840,00;G;345 600,00;G
X301835701;PRU;72;1;1 200,00;MM;1 000,00;MM;250;MM;300;CDM;83 568,00;G;69 120,00;G
X301835701;SU;6;1;350;MM;250;MM;250;MM;21,875;CDM;6 964,00;G;5 760,00;G
X301842201;CU;1;1;160;MM;60;MM;180;MM;1,728;CDM;350;G;321;G
X301842201;PC;1;1;160;MM;60;MM;180;MM;1,728;CDM;350;G;321;G
X301842201;PLU;756;1;1 200,00;MM;1 000,00;MM;1 426,00;MM;1 711,20;CDM;297 000,00;G;242 676,00;G
X301842201;PRU;108;1;1 200,00;MM;1 000,00;MM;190;MM;228;CDM;38 160,00;G;34 668,00;G
X301842201;SU;6;1;370;MM;165;MM;190;MM;11,6;CDM;2 120,00;G;1 926,00;G
X301856900;CU;1;1;54;MM;54;MM;206;MM;0,601;CDM;200;G;200;G
X301856900;PAL;1 680;1;1 200,00;MM;800;MM;1 403,00;MM;1 346,88;CDM;368 100,00;G;336 000,00;G
X301856900;PC;1;1;54;MM;54;MM;206;MM;0,601;CDM;200;G;200;G
X301856900;PLR;280;1;1 200,00;MM;800;MM;208;MM;199,68;CDM;56 350,00;G;56 000,00;G
X301856900;SU;4;1;227;MM;59;MM;208;MM;2,786;CDM;805;G;800;G
X301857000;CU;1;1;44;MM;77;MM;122;MM;0,451;CDM;120;G;100;G
X301857000;PAL;1 960;1;1 200,00;MM;800;MM;1 089,00;MM;1 052,16;CDM;280 270,00;G;196 000,00;G
X301857000;PC;1;1;44;MM;77;MM;122;MM;0,451;CDM;120;G;100;G
X301857000;PLR;280;1;1 140,00;MM;723;MM;135;MM;130,56;CDM;36 610,00;G;28 000,00;G
X301857000;PLU;2 184;1;1 200,00;MM;1 000,00;MM;1 095,00;MM;1 314,00;CDM;310 558,00;G;218 400,00;G
X301857000;PRU;312;1;1 197,00;MM;780;MM;135;MM;126,044;CDM;40 794,00;G;31 200,00;G
X301857000;SU;4;1;203;MM;57;MM;135;MM;1,684;CDM;523;G;400;G
X301857001;CU;1;1;48;MM;77;MM;138;MM;0,451;CDM;146;G;126;G
X301857001;DU;12;1;382;MM;227;MM;171;MM;14,828;CDM;1 780,00;G;1 512,00;G
X301857001;PC;1;1;48;MM;77;MM;138;MM;0,451;CDM;146;G;126;G
X301857001;PLU;1 500;1;1 200,00;MM;1 000,00;MM;990;MM;1 188,00;CDM;225 000,00;G;189 000,00;G
X301857001;PRU;300;1;1 200,00;MM;1 000,00;MM;171;MM;205,2;CDM;39 000,00;G;37 800,00;G
X301857001;SU;4;1;203;MM;59;MM;152;MM;1,684;CDM;595;G;504;G
X301857100;CU;1;1;70;MM;70;MM;26;MM;0,127;CDM;70;G;68;G
X301857100;PAL;5 040;1;1 200,00;MM;800;MM;1 249,00;MM;1 199,04;CDM;424 380,00;G;342 720,00;G
X301857100;PC;1;1;70;MM;70;MM;26;MM;0,127;CDM;70;G;68;G
X301857100;PLR;360;1;1 200,00;MM;800;MM;77;MM;73,92;CDM;28 170,00;G;24 480,00;G
X301857100;SU;4;1;113;MM;75;MM;77;MM;0,653;CDM;313;G;272;G
X301857101;CU;1;1;70;MM;70;MM;26;MM;0,127;CDM;70;G;62,5;G
X301857101;DU;24;1;241;MM;241;MM;94;MM;5,46;CDM;1 878,00;G;1 500,00;G
X301857101;PC;1;1;70;MM;70;MM;26;MM;0,127;CDM;70;G;62,5;G
X301857101;PLU;3 840;1;1 200,00;MM;1 000,00;MM;1 090,00;MM;1 308,00;CDM;330 480,00;G;240 000,00;G
X301857101;PRU;384;1;1 200,00;MM;1 000,00;MM;94;MM;112,8;CDM;30 050,00;G;24 000,00;G
X301857101;SU;4;1;113;MM;75;MM;77;MM;0,653;CDM;313;G;250;G
X301857202;CU;1;1;48;MM;77;MM;138;MM;0,51;CDM;146;G;126;G
X301857202;PAL;1 560;1;1 200,00;MM;800;MM;1 056,00;MM;1 019,52;CDM;267 750,00;G;196 560,00;G
X301857202;PC;1;1;48;MM;77;MM;138;MM;0,51;CDM;146;G;126;G
X301857202;PLR;260;1;1 088,00;MM;727;MM;152;MM;145,92;CDM;40 625,00;G;32 760,00;G
X301857202;PLU;2 280;1;1 200,00;MM;1 000,00;MM;1 062,00;MM;1 274,40;CDM;381 250,00;G;287 280,00;G
X301857202;PRU;380;1;1 180,00;MM;989;MM;152;MM;177,387;CDM;59 375,00;G;47 880,00;G
X301857202;SU;4;1;203;MM;59;MM;152;MM;1,793;CDM;625;G;504;G
X301857203;CU;1;1;48;MM;77;MM;138;MM;0,51;CDM;146;G;126;G
X301857203;DU;12;1;218;MM;200;MM;190;MM;8,284;CDM;2 085,00;G;1 512,00;G
X301857203;PC;1;1;48;MM;77;MM;138;MM;0,51;CDM;146;G;126;G
X301857203;PLU;1 500;1;1 200,00;MM;1 000,00;MM;1 085,00;MM;1 302,00;CDM;290 625,00;G;189 000,00;G
X301857203;PRU;300;1;1 200,00;MM;1 000,00;MM;190;MM;228;CDM;52 125,00;G;37 800,00;G
X301857203;SU;4;1;203;MM;59;MM;152;MM;1,793;CDM;625;G;504;G
X301857301;CU;1;1;48;MM;77;MM;152;MM;0,562;CDM;174;G;149;G
X301857301;DU;12;1;210;MM;200;MM;190;MM;7,98;CDM;2 480,00;G;1 788,00;G
X301857301;PC;1;1;48;MM;77;MM;152;MM;0,562;CDM;178;G;149;G
X301857301;PLU;1 500;1;1 200,00;MM;1 000,00;MM;1 085,00;MM;1 302,00;CDM;309 000,00;G;223 500,00;G
X301857301;PRU;300;1;1 200,00;MM;1 000,00;MM;190;MM;228;CDM;55 800,00;G;44 700,00;G
X301857301;SU;4;1;204;MM;57;MM;165;MM;1,957;CDM;744;G;596;G
X301857302;CU;1;1;48;MM;77;MM;152;MM;0,562;CDM;174;G;149;G
X301857302;PAL;1 632;1;1 200,00;MM;800;MM;1 110,00;MM;1 080,96;CDM;339 672,00;G;243 168,00;G
X301857302;PC;1;1;48;MM;77;MM;152;MM;0,562;CDM;174;G;149;G
X301857302;PLR;272;1;1 150,00;MM;736;MM;161;MM;154,56;CDM;51 612,00;G;40 528,00;G
X301857302;PLU;1 560;1;1 200,00;MM;1 000,00;MM;955;MM;1 146,00;CDM;321 010,00;G;232 440,00;G
X301857302;PRU;312;1;1 120,00;MM;885;MM;161;MM;159,583;CDM;59 202,00;G;46 488,00;G
X301857302;SU;4;1;206;MM;59;MM;161;MM;1,957;CDM;759;G;596;G
X301936000;CU;1;1;65;MM;41,3;MM;176;MM;0,389;CDM;337;G;300;G
X301936000;PC;1;1;65;MM;41,3;MM;176;MM;0,389;CDM;337;G;300;G
X301936000;PLU;1 680;1;1 200,00;MM;1 000,00;MM;1 120,00;MM;1 344,00;CDM;595 600,00;G;504 000,00;G
X301936000;PRU;336;1;1 200,00;MM;1 000,00;MM;194;MM;232,8;CDM;113 120,00;G;100 800,00;G
X301936000;SU;6;1;170;MM;112;MM;194;MM;1,707;CDM;2 020,00;G;1 800,00;G
X301936101;CU;1;1;65;MM;41,3;MM;176;MM;0,472;CDM;337;G;300;G
X301936101;PAL;1 260;1;1 200,00;MM;800;MM;1 114,00;MM;1 069,44;CDM;467 100,00;G;378 000,00;G
X301936101;PC;1;1;65;MM;41,3;MM;176;MM;0,472;CDM;337;G;300;G
X301936101;PLR;252;1;1 200,00;MM;800;MM;194;MM;186,24;CDM;88 620,00;G;75 600,00;G
X301936101;PLU;1 680;1;1 200,00;MM;1 000,00;MM;1 120,00;MM;1 344,00;CDM;615 800,00;G;504 000,00;G
X301936101;PRU;336;1;1 200,00;MM;1 000,00;MM;194;MM;232,8;CDM;118 160,00;G;100 800,00;G
X301936101;SU;6;1;170;MM;112;MM;194;MM;3,694;CDM;2 110,00;G;1 800,00;G
X301936201;CU;1;1;65;MM;41,3;MM;176;MM;0,472;CDM;337;G;300;G
X301936201;PAL;1 260;1;1 200,00;MM;800;MM;1 114,00;MM;1 344,00;CDM;467 100,00;G;378 000,00;G
X301936201;PC;1;1;65;MM;41,3;MM;176;MM;0,472;CDM;337;G;300;G
X301936201;PLR;252;1;1 200,00;MM;800;MM;194;MM;232,8;CDM;88 620,00;G;75 600,00;G
X301936201;PLU;1 680;1;1 200,00;MM;1 000,00;MM;1 120,00;MM;1 344,00;CDM;615 800,00;G;504 000,00;G
X301936201;PRU;336;1;1 200,00;MM;1 000,00;MM;194;MM;232,8;CDM;118 160,00;G;100 800,00;G
X301936201;SU;6;1;170;MM;112;MM;194;MM;3,694;CDM;2 110,00;G;1 800,00;G
X301965800;CU;1;1;70;MM;70;MM;35;MM;0,172;CDM;88;G;78;G
X301965800;PAL;3 360;1;1 200,00;MM;800;MM;1 005,00;MM;1 219,20;CDM;376 800,00;G;262 080,00;G
X301965800;PC;1;1;70;MM;70;MM;35;MM;0,172;CDM;88;G;78;G
X301965800;PLR;160;1;1 192,00;MM;745;MM;41;MM;39,36;CDM;16 800,00;G;12 480,00;G
X301965800;PLU;5 184;1;1 200,00;MM;1 000,00;MM;1 257,00;MM;1 508,40;CDM;569 320,00;G;404 352,00;G
X301965800;PRU;192;1;1 192,00;MM;894;MM;41;MM;43,692;CDM;20 160,00;G;14 976,00;G
X301965800;SU;4;1;149;MM;149;MM;41;MM;0,91;CDM;420;G;312;G
X301965900;CU;1;1;70;MM;70;MM;35;MM;0,172;CDM;88;G;78;G
X301965900;PAL;4 320;1;1 200,00;MM;800;MM;1 270,00;MM;1 219,20;CDM;483 600,00;G;336 960,00;G
X301965900;PC;1;1;70;MM;70;MM;35;MM;0,172;CDM;88;G;78;G
X301965900;PLR;160;1;1 200,00;MM;800;MM;41;MM;39,36;CDM;16 800,00;G;12 480,00;G
X301965900;PLU;5 184;1;1 200,00;MM;1 000,00;MM;1 257,00;MM;1 508,40;CDM;569 320,00;G;404 352,00;G
X301965900;PRU;192;1;1 192,00;MM;894;MM;41;MM;43,692;CDM;20 160,00;G;14 976,00;G
X301965900;SU;4;1;149;MM;149;MM;41;MM;0,91;CDM;420;G;312;G
X301965902;CU;1;1;70;MM;70;MM;35;MM;0,172;CDM;88;G;78;G
X301965902;PAL;4 320;1;1 200,00;MM;800;MM;1 270,00;MM;1 219,20;CDM;483 600,00;G;336 960,00;G
X301965902;PC;1;1;70;MM;70;MM;35;MM;0,172;CDM;88;G;78;G
X301965902;PLR;160;1;1 200,00;MM;800;MM;41;MM;39,36;CDM;16 800,00;G;12 480,00;G
X301965902;PLU;5 184;1;1 200,00;MM;1 000,00;MM;1 257,00;MM;1 508,40;CDM;569 320,00;G;404 352,00;G
X301965902;PRU;192;1;1 192,00;MM;894;MM;41;MM;43,692;CDM;20 160,00;G;14 976,00;G
X301965902;SU;4;1;149;MM;149;MM;41;MM;0,91;CDM;420;G;312;G
X301965903;CU;1;1;70;MM;70;MM;35;MM;0,172;CDM;89;G;78;G
X301965903;DU;12;1;168;MM;168;MM;143;MM;4,036;CDM;1 279,80;G;936;G
X301965903;PC;1;1;70;MM;70;MM;35;MM;0,172;CDM;89;G;78;G
X301965903;PLU;3 024;1;1 200,00;MM;1 000,00;MM;993;MM;1 191,60;CDM;352 509,60;G;235 872,00;G
X301965903;PRU;504;1;1 200,00;MM;1 000,00;MM;143;MM;171,6;CDM;53 751,60;G;39 312,00;G
X301965903;SU;4;1;149;MM;149;MM;41;MM;0,91;CDM;386,6;G;312;G
X301972506;CU;1;1;60;MM;135;MM;200;MM;1,62;CDM;574;G;521;G
X301972506;PAL;612;1;1 200,00;MM;800;MM;1 404,00;MM;1 549,44;CDM;375 288,00;G;318 852,00;G
X301972506;PC;1;1;60;MM;135;MM;200;MM;1,62;CDM;574;G;521;G
X301972506;PLR;102;1;1 200,00;MM;800;MM;210;MM;191,52;CDM;58 548,00;G;53 142,00;G
X301972506;PLU;648;1;1 200,00;MM;1 000,00;MM;1 410,00;MM;1 692,00;CDM;396 952,00;G;337 608,00;G
X301972506;PRU;108;1;1 200,00;MM;1 000,00;MM;210;MM;252;CDM;61 992,00;G;56 268,00;G
X301972506;SU;6;1;380;MM;140;MM;210;MM;11,172;CDM;3 444,00;G;3 126,00;G
X301972508;CU;1;1;60;MM;135;MM;200;MM;1,62;CDM;511;G;448;G
X301972508;PAL;612;1;1 200,00;MM;800;MM;1 404,00;MM;1 549,44;CDM;336 732,00;G;274 176,00;G
X301972508;PC;1;1;60;MM;135;MM;200;MM;1,62;CDM;511;G;448;G
X301972508;PLR;102;1;1 200,00;MM;800;MM;210;MM;191,52;CDM;52 122,00;G;45 696,00;G
X301972508;PLU;648;1;1 200,00;MM;1 000,00;MM;1 410,00;MM;1 692,00;CDM;356 128,00;G;290 304,00;G
X301972508;PRU;108;1;1 200,00;MM;1 000,00;MM;210;MM;252;CDM;55 188,00;G;48 384,00;G
X301972508;SU;6;1;380;MM;140;MM;210;MM;11,172;CDM;3 066,00;G;2 688,00;G
X301972800;CU;1;1;260;MM;60;MM;180;MM;2,808;CDM;574;G;496;G
X301972800;PC;1;1;0;MM;0;MM;0;MM;0;CDM;0;G;496;G
X301972800;PLU;420;1;1 200,00;MM;1 000,00;MM;1 445,00;MM;1 734,00;CDM;248 080,00;G;208 320,00;G
X301972800;PRU;60;1;1 200,00;MM;1 000,00;MM;185;MM;222;CDM;35 440,00;G;29 760,00;G
X301972800;SU;6;1;265;MM;375;MM;185;MM;18,384;CDM;3 544,00;G;2 976,00;G
X301973400;CU;1;1;225;MM;130;MM;150;MM;4,388;CDM;630;G;440;G
X301973400;PC;1;1;0;MM;0;MM;0;MM;0;CDM;0;G;440;G
X301973400;PLU;210;1;1 200,00;MM;1 000,00;MM;1 305,00;MM;1 566,00;CDM;135 800,00;G;92 400,00;G
X301973400;PRU;30;1;1 200,00;MM;1 000,00;MM;165;MM;198;CDM;19 400,00;G;13 200,00;G
X301973400;SU;6;1;230;MM;810;MM;165;MM;30,74;CDM;3 880,00;G;2 640,00;G
X301973500;CU;1;1;220;MM;80;MM;220;MM;3,872;CDM;976;G;855;G
X301973500;PC;1;1;0;MM;0;MM;0;MM;0;CDM;0;G;855;G
X301973500;PLU;300;1;1 200,00;MM;1 000,00;MM;1 300,00;MM;1 560,00;CDM;297 800,00;G;256 500,00;G
X301973500;PRU;60;1;1 200,00;MM;1 000,00;MM;230;MM;276;CDM;59 560,00;G;51 300,00;G
X301973500;SU;6;1;235;MM;500;MM;230;MM;27,025;CDM;5 956,00;G;5 130,00;G
X301989800;CU;1;1;135;MM;60;MM;200;MM;1,62;CDM;410;G;369;G
X301989800;PAL;714;1;1 200,00;MM;800;MM;1 614,00;MM;1 549,44;CDM;328 640,00;G;263 466,00;G
X301989800;PC;1;1;135;MM;60;MM;200;MM;1,62;CDM;410;G;369;G
X301989800;PLR;102;1;1 140,00;MM;800;MM;210;MM;191,52;CDM;43 520,00;G;37 638,00;G
X301989800;PLU;756;1;1 200,00;MM;1 000,00;MM;1 410,00;MM;1 692,00;CDM;347 560,00;G;278 964,00;G
X301989800;PRU;126;1;1 140,00;MM;980;MM;210;MM;252;CDM;53 760,00;G;46 494,00;G
X301989800;SU;6;1;140;MM;380;MM;210;MM;11,172;CDM;2 560,00;G;2 214,00;G
X301989900;CU;1;1;135;MM;60;MM;200;MM;1,62;CDM;511;G;490;G
X301989900;PC;1;1;0;MM;0;MM;0;MM;0;CDM;0;G;490;G
X301989900;PLU;756;1;1 200,00;MM;1 000,00;MM;1 410,00;MM;1 692,00;CDM;398 916,00;G;370 440,00;G
X301989900;PRU;126;1;1 200,00;MM;1 000,00;MM;210;MM;252;CDM;66 486,00;G;61 740,00;G
X301989900;SU;6;1;140;MM;380;MM;210;MM;11,172;CDM;3 166,00;G;2 940,00;G
X301994100;CU;1;1;60;MM;135;MM;200;MM;1,62;CDM;416;G;369;G
X301994100;PAL;756;1;1 200,00;MM;800;MM;1 410,00;MM;1 353,60;CDM;314 496,00;G;278 964,00;G
X301994100;PC;1;1;60;MM;135;MM;200;MM;1,62;CDM;416;G;369;G
X301994100;PLR;126;1;1 200,00;MM;800;MM;210;MM;201,6;CDM;52 416,00;G;46 494,00;G
X301994100;SU;6;1;380;MM;140;MM;210;MM;11,172;CDM;2 596,00;G;2 214,00;G
X301994200;CU;1;1;40;MM;185;MM;125;MM;0,925;CDM;176;G;84;G
X301994200;PAL;798;1;1 200,00;MM;800;MM;1 060,00;MM;1 017,60;CDM;168 748,00;G;67 032,00;G
X301994200;PC;1;1;0;MM;0;MM;0;MM;0;CDM;0;G;84;G
X301994200;PLR;114;1;1 200,00;MM;800;MM;130;MM;124,8;CDM;21 964,00;G;9 576,00;G
X301994200;SU;6;1;245;MM;190;MM;130;MM;6,052;CDM;1 156,00;G;504;G
X301994400;CU;1;1;80;MM;220;MM;220;MM;3,872;CDM;976;G;855;G
X301994400;PAL;210;1;1 200,00;MM;800;MM;1 300,00;MM;1 248,00;CDM;223 460,00;G;179 550,00;G
X301994400;PC;1;1;0;MM;0;MM;0;MM;0;CDM;0;G;855;G
X301994400;PLR;42;1;1 200,00;MM;800;MM;230;MM;220,8;CDM;41 692,00;G;35 910,00;G
X301994400;SU;6;1;500;MM;235;MM;230;MM;27,025;CDM;5 956,00;G;5 130,00;G
X301994500;CU;1;1;60;MM;135;MM;200;MM;1,62;CDM;511;G;490;G
X301994500;PAL;612;1;1 200,00;MM;800;MM;1 410,00;MM;1 353,60;CDM;337 932,00;G;299 880,00;G
X301994500;PC;1;1;0;MM;0;MM;0;MM;0;CDM;0;G;490;G
