Material,AUn,Numeratr,Denom.,Length,Length.1,Width,Width.1,Height,Height.1,Volume,Volume.1,Gross weight,Gross weight.1,net weight,net weight.1,AUn.1
V950096400,SU,10,1.0,"295,000",MM,"200,000",MM,"154,000",MM,"9,086",CDM,"818,400",G,"476,000",G,
W045124200,CU,1,1.0,"94,000",MM,"119,000",MM,"9,000",MM,"0,101",CDM,"41,654",G,"14,630",G,
W045124200,DU,100,1.0,"510,000",MM,"198,000",MM,"127,000",MM,"13,390",CDM,"4 165,000",G,"1 463,000",G,
W045124200,PAL,8 800,1.0,"1 200,000",MM,"800,000",MM,"1 541,000",MM,"1 589,760",CDM,"390 520,000",G,"128 744,000",G,
W045124200,PC,1,10.0,"94,000",MM,"119,000",MM,"9,000",MM,"0,101",CDM,"41,654",G,"14,630",G,
W045124200,PLR,800,1.0,"1 020,000",MM,"792,000",MM,"127,000",MM,"121,920",CDM,"33 320,000",G,"11 704,000",G,
W045124200,PLU,10 000,1.0,"1 200,000",MM,"1 000,000",MM,"1 420,000",MM,"1 704,000",CDM,"441 500,000",G,"146 300,000",G,
W045124200,PRU,1 000,1.0,"1 020,000",MM,"990,000",MM,"127,000",MM,"128,245",CDM,"41 650,000",G,"14 630,000",G,
W045124200,SU,10,1.0,"97,000",MM,"96,500",MM,"121,000",MM,"1,181",CDM,"417,000",G,"146,300",G,
W045150200,CU,1,1.0,"82,000",MM,"32,000",MM,"160,000",MM,"0,420",CDM,"147,839",G,"87,600",G,
W045150200,DU,50,1.0,"440,000",MM,"350,000",MM,"185,000",MM,"28,490",CDM,"7 392,000",G,"4 380,000",G,
W045150200,PAL,2 000,1.0,"1 200,000",MM,"800,000",MM,"1 553,000",MM,"149,088",CDM,"310 680,000",G,"175 200,000",G,
W045150200,PC,1,1.0,"82,000",MM,"32,000",MM,"160,000",MM,"0,420",CDM,"147,839",G,"87,600",G,
W045150200,PLR,250,1.0,"1 200,000",MM,"800,000",MM,"185,000",MM,"17,760",CDM,"36 960,000",G,"21 900,000",G,
W045150200,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 320,000",MM,"1 584,000",CDM,"281 112,000",G,"157 680,000",G,
W045150200,PRU,300,1.0,"1 200,000",MM,"1 000,000",MM,"190,000",MM,"228,000",CDM,"44 352,000",G,"26 280,000",G,
W045150200,SU,5,1.0,"165,000",MM,"85,000",MM,"166,000",MM,"2,328",CDM,"739,000",G,"438,000",G,
W045150203,CU,1,1.0,"82,000",MM,"32,000",MM,"160,000",MM,"0,420",CDM,"144,260",G,"87,600",G,
W045150203,DU,50,1.0,"440,000",MM,"350,000",MM,"185,000",MM,"28,490",CDM,"7 210,000",G,"4 380,000",G,
W045150203,PAL,2 000,1.0,"1 200,000",MM,"800,000",MM,"1 624,000",MM,"1 559,040",CDM,"312 400,000",G,"175 200,000",G,
W045150203,PC,1,1.0,"82,000",MM,"32,000",MM,"160,000",MM,"0,420",CDM,"144,260",G,"87,600",G,
W045150203,PLR,250,1.0,"1 050,000",MM,"790,000",MM,"185,000",MM,"153,458",CDM,"36 050,000",G,"21 900,000",G,
W045150203,PLU,2 100,1.0,"1 200,000",MM,"1 000,000",MM,"1 445,000",MM,"1 734,000",CDM,"327 820,000",G,"183 960,000",G,
W045150203,PRU,300,1.0,"1 050,000",MM,"880,000",MM,"185,000",MM,"170,940",CDM,"43 260,000",G,"26 280,000",G,
W045150203,SU,5,1.0,"167,000",MM,"85,000",MM,"168,000",MM,"2,328",CDM,"721,000",G,"438,000",G,
W047127500,CU,1,1.0,"200,000",MM,"102,000",MM,"35,000",MM,"0,714",CDM,"56,000",G,"40,000",G,
W047127500,DU,50,1.0,"545,000",MM,"220,000",MM,"425,000",MM,"50,958",CDM,"4 347,000",G,"2 000,000",G,
W047127500,PAL,1 050,1.0,"1 200,000",MM,"800,000",MM,"1 419,000",MM,"1 237,191",CDM,"115 287,000",G,"42 000,000",G,
W047127500,PC,1,5.0,"200,000",MM,"102,000",MM,"35,000",MM,"0,714",CDM,"56,000",G,"40,000",G,
W047127500,PLR,350,1.0,"1 100,000",MM,"765,000",MM,"425,000",MM,"357,638",CDM,"30 429,000",G,"14 000,000",G,
W047127500,PLU,1 350,1.0,"1 200,000",MM,"1 000,000",MM,"1 425,000",MM,"1 710,000",CDM,"142 369,000",G,"54 000,000",G,
W047127500,PRU,450,1.0,"1 100,000",MM,"985,000",MM,"425,000",MM,"460,488",CDM,"39 123,000",G,"18 000,000",G,
W047127500,SU,5,1.0,"198,000",MM,"106,000",MM,"204,000",MM,"4,282",CDM,"378,000",G,"200,000",G,
W047127501,CU,1,1.0,"200,000",MM,"102,000",MM,"35,000",MM,"0,714",CDM,"36,370",G,"20,250",G,
W047127501,DU,50,1.0,"545,000",MM,"220,000",MM,"425,000",MM,"50,958",CDM,"4 758,000",G,"1 012,500",G,
W047127501,PAL,1 050,1.0,"1 200,000",MM,"800,000",MM,"1 419,000",MM,"1 252,800",CDM,"123 918,000",G,"21 262,500",G,
W047127501,PC,1,5.0,"200,000",MM,"102,000",MM,"35,000",MM,"0,714",CDM,"36,370",G,"20,250",G,
W047127501,PLR,350,1.0,"1 100,000",MM,"765,000",MM,"425,000",MM,"379,266",CDM,"33 306,000",G,"7 087,500",G,
W047127501,PLU,1 350,1.0,"1 200,000",MM,"1 000,000",MM,"1 425,000",MM,"1 746,000",CDM,"153 466,000",G,"27 337,500",G,
W047127501,PRU,450,1.0,"1 100,000",MM,"985,000",MM,"425,000",MM,"522,000",CDM,"42 822,000",G,"9 112,500",G,
W047127501,SU,5,1.0,"198,000",MM,"106,000",MM,"204,000",MM,"4,282",CDM,"416,710",G,"101,250",G,
W047127504,CU,1,1.0,"35,000",MM,"101,500",MM,"200,000",MM,"0,714",CDM,"92,921",G,"40,130",G,
W047127504,DU,50,1.0,"545,000",MM,"220,000",MM,"425,000",MM,"50,958",CDM,"4 650,000",G,"2 006,500",G,
W047127504,PAL,1 050,1.0,"1 200,000",MM,"800,000",MM,"1 419,000",MM,"1 237,191",CDM,"121 650,000",G,"42 136,500",G,
W047127504,PC,1,5.0,"35,000",MM,"101,500",MM,"200,000",MM,"0,714",CDM,"92,921",G,"40,130",G,
W047127504,PLR,350,1.0,"1 100,000",MM,"765,000",MM,"425,000",MM,"357,638",CDM,"32 550,000",G,"14 045,500",G,
W047127504,PLU,1 350,1.0,"1 200,000",MM,"1 000,000",MM,"1 425,000",MM,"1 710,000",CDM,"150 550,000",G,"54 175,500",G,
W047127504,PRU,450,1.0,"1 100,000",MM,"985,000",MM,"425,000",MM,"460,488",CDM,"41 850,000",G,"18 058,500",G,
W047127504,SU,5,1.0,"198,000",MM,"106,000",MM,"204,000",MM,"4,282",CDM,"465,000",G,"200,650",G,
W300893304,CU,1,1.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"95,740",G,"58,320",G,
W300893304,PAL,960,1.0,"1 200,000",MM,"800,000",MM,"1 044,000",MM,"1 002,240",CDM,"132 620,160",G,"55 987,200",G,
W300893304,PC,1,3.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"0,000",,"58,320",G,
W300893304,PLR,240,1.0,"1 200,000",MM,"780,000",MM,"225,000",MM,"210,600",CDM,"27 155,040",G,"13 996,800",G,
W300893304,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 500,000",MM,"1 800,000",CDM,"228 662,800",G,"104 976,000",G,
W300893304,PRU,300,1.0,"1 200,000",MM,"975,000",MM,"225,000",MM,"263,250",CDM,"33 943,800",G,"17 496,000",G,
W300893304,SU,10,1.0,"195,000",MM,"200,000",MM,"225,000",MM,"8,775",CDM,"1 131,460",G,"583,200",G,
W300893306,CU,1,1.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"95,740",G,"58,320",G,
W300893306,PAL,960,1.0,"1 200,000",MM,"800,000",MM,"1 044,000",MM,"1 002,240",CDM,"132 620,160",G,"55 987,200",G,
W300893306,PC,1,3.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"0,000",,"58,320",G,
W300893306,PLR,240,1.0,"1 200,000",MM,"780,000",MM,"225,000",MM,"210,600",CDM,"27 155,040",G,"13 996,800",G,
W300893306,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 500,000",MM,"1 800,000",CDM,"228 662,800",G,"104 976,000",G,
W300893306,PRU,300,1.0,"1 200,000",MM,"975,000",MM,"225,000",MM,"263,250",CDM,"33 943,800",G,"17 496,000",G,
W300893306,SU,10,1.0,"195,000",MM,"200,000",MM,"225,000",MM,"8,775",CDM,"1 131,460",G,"583,200",G,
W301134300,CU,1,1.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"72,210",G,"54,420",G,
W301134300,PAL,960,1.0,"1 200,000",MM,"800,000",MM,"1 044,000",MM,"1 002,240",CDM,"110 112,000",G,"52 243,200",G,
W301134300,PC,1,3.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"72,210",G,"54,420",G,
W301134300,PLR,240,1.0,"1 200,000",MM,"780,000",MM,"225,000",MM,"210,600",CDM,"21 528,000",G,"13 060,800",G,
W301134300,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 500,000",MM,"1 800,000",CDM,"186 460,000",G,"97 956,000",G,
W301134300,PRU,300,1.0,"1 200,000",MM,"975,000",MM,"225,000",MM,"263,250",CDM,"26 910,000",G,"16 326,000",G,
W301134300,SU,10,1.0,"195,000",MM,"200,000",MM,"225,000",MM,"8,775",CDM,"897,000",G,"544,200",G,
W301134301,CU,1,1.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"72,000",G,"72,000",G,
W301134301,PAL,960,1.0,"1 200,000",MM,"800,000",MM,"1 044,000",MM,"1 002,240",CDM,"110 016,000",G,"69 120,000",G,
W301134301,PC,1,3.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"0,000",G,"72,000",G,
W301134301,PLR,240,1.0,"1 200,000",MM,"800,000",MM,"225,000",MM,"216,000",CDM,"21 504,000",G,"17 280,000",G,
W301134301,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 500,000",MM,"1 800,000",CDM,"186 280,000",G,"129 600,000",G,
W301134301,PRU,300,1.0,"1 200,000",MM,"975,000",MM,"225,000",MM,"263,250",CDM,"26 880,000",G,"21 600,000",G,
W301134301,SU,10,1.0,"195,000",MM,"200,000",MM,"225,000",MM,"8,775",CDM,"896,000",G,"720,000",G,
W301134302,CU,1,1.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"72,000",G,"72,000",G,
W301134302,PAL,960,1.0,"1 200,000",MM,"800,000",MM,"1 027,000",MM,"985,920",CDM,"108 702,000",G,"69 120,000",G,
W301134302,PC,1,3.0,"36,000",MM,"98,000",MM,"199,000",MM,"0,702",CDM,"0,000",G,"72,000",G,
W301134302,PLR,240,1.0,"1 200,000",MM,"800,000",MM,"225,000",MM,"216,000",CDM,"21 508,000",G,"17 280,000",G,
W301134302,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 500,000",MM,"1 800,000",CDM,"186 280,000",G,"129 600,000",G,
W301134302,PRU,300,1.0,"1 200,000",MM,"975,000",MM,"225,000",MM,"263,250",CDM,"26 880,000",G,"21 600,000",G,
W301134302,SU,10,1.0,"195,000",MM,"200,000",MM,"225,000",MM,"8,775",CDM,"896,000",G,"720,000",G,
W301404500,CU,1,1.0,"29,000",MM,"100,000",MM,"203,000",MM,"0,589",CDM,"76,000",G,"76,000",G,
W301404500,DU,12,1.0,"218,000",MM,"186,000",MM,"226,000",MM,"9,081",CDM,"1 275,000",G,"912,000",G,
W301404500,PAL,1 764,1.0,"1 200,000",MM,"800,000",MM,"1 726,000",MM,"1 656,960",CDM,"211 425,000",G,"134 064,000",G,
W301404500,PC,1,1.0,"29,000",MM,"100,000",MM,"203,000",MM,"0,589",CDM,"76,000",G,"76,000",G,
W301404500,PLR,252,1.0,"1 116,000",MM,"776,000",MM,"226,000",MM,"195,720",CDM,"26 775,000",G,"19 152,000",G,
W301404500,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 280,000",MM,"1 565,313",CDM,"216 250,000",G,"136 800,000",G,
W301404500,PRU,360,1.0,"1 212,000",MM,"1 026,000",MM,"226,000",MM,"327,246",CDM,"38 250,000",G,"27 360,000",G,
W301404500,SU,3,1.0,"102,000",MM,"86,000",MM,"206,000",MM,"18,007",CDM,"270,000",G,"228,000",G,
W301501503,CU,1,1.0,"35,000",MM,"105,000",MM,"200,000",MM,"0,735",CDM,"170,000",G,"120,400",G,
W301501503,DU,20,1.0,"379,000",MM,"238,000",MM,"230,000",MM,"20,746",CDM,"4 026,000",G,"2 408,000",G,
W301501503,PAL,1 400,1.0,"1 200,000",MM,"800,000",MM,"1 754,000",MM,"1 683,840",CDM,"305 820,000",G,"168 560,000",G,
W301501503,PC,1,1.0,"35,000",MM,"105,000",MM,"200,000",MM,"0,735",CDM,"170,000",G,"120,400",G,
W301501503,PLR,200,1.0,"1 190,000",MM,"758,000",MM,"230,000",MM,"207,465",CDM,"40 260,000",G,"24 080,000",G,
W301501503,PLU,1 200,1.0,"1 200,000",MM,"1 000,000",MM,"1 300,000",MM,"1 560,000",CDM,"266 560,000",G,"144 480,000",G,
W301501503,PRU,240,1.0,"1 137,000",MM,"952,000",MM,"230,000",MM,"248,958",CDM,"48 312,000",G,"28 896,000",G,
W301501503,SU,5,1.0,"179,000",MM,"111,000",MM,"200,000",MM,"3,974",CDM,"914,000",G,"602,000",G,
W301501504,CU,1,1.0,"35,000",MM,"105,000",MM,"200,000",MM,"0,735",CDM,"170,000",G,"120,400",G,
W301501504,DU,20,1.0,"379,000",MM,"238,000",MM,"230,000",MM,"20,746",CDM,"4 026,000",G,"2 408,000",G,
W301501504,PAL,1 400,1.0,"1 200,000",MM,"800,000",MM,"1 754,000",MM,"1 683,840",CDM,"305 820,000",G,"168 560,000",G,
W301501504,PC,1,1.0,"35,000",MM,"105,000",MM,"200,000",MM,"0,735",CDM,"170,000",G,"120,400",G,
W301501504,PLR,200,1.0,"1 190,000",MM,"758,000",MM,"230,000",MM,"207,465",CDM,"40 260,000",G,"24 080,000",G,
W301501504,SU,5,1.0,"179,000",MM,"111,000",MM,"200,000",MM,"3,974",CDM,"914,000",G,"602,000",G,
W301513700,CU,1,1.0,"48,260",MM,"74,930",MM,"170,180",MM,"0,615",CDM,"0,190",KG,"0,190",KG,
W301513700,PC,1,1.0,"0,000",MM,"0,000",MM,"0,000",MM,"0,000",CDM,"0,000",G,"0,190",KG,
W301513700,PLU,1 920,1.0,"1 201,290",MM,"1 016,000",MM,"1 105,150",MM,"1 348,847",CDM,"404,864",KG,"364,800",KG,
W301513700,PRU,384,1.0,"1 201,290",MM,"991,740",MM,"195,630",MM,"233,067",CDM,"77,336",KG,"72,960",KG,
W301513700,SU,12,1.0,"152,400",MM,"50,800",MM,"176,210",MM,"1,364",CDM,"2,417",KG,"2,280",KG,
W301565600,CU,1,1.0,"100,000",MM,"23,000",MM,"100,000",MM,"0,230",CDM,"17,600",G,"7,440",G,
W301565600,DU,200,1.0,"596,000",MM,"324,000",MM,"228,000",MM,"44,028",CDM,"5 420,000",G,"1 488,000",G,
W301565600,PAL,4 800,1.0,"1 200,000",MM,"800,000",MM,"1 508,000",MM,"1 192,701",CDM,"137 800,000",G,"35 712,000",G,
W301565600,PC,1,2.0,"100,000",MM,"23,000",MM,"100,000",MM,"0,230",CDM,"17,600",G,"7,440",G,
W301565600,PLR,800,1.0,"1 200,000",MM,"658,000",MM,"238,000",MM,"188,238",CDM,"18 800,000",G,"5 952,000",G,
W301565600,PLU,6 000,1.0,"1 200,000",MM,"1 000,000",MM,"1 290,000",MM,"1 548,000",CDM,"168 100,000",G,"44 640,000",G,
W301565600,PRU,1 200,1.0,"1 200,000",MM,"1 000,000",MM,"228,000",MM,"273,600",CDM,"28 620,000",G,"8 928,000",G,
W301565600,SU,10,1.0,"156,000",MM,"116,000",MM,"105,000",MM,"1,900",CDM,"236,000",G,"74,400",G,
W301581500,CU,1,1.0,"29,000",MM,"100,000",MM,"203,000",MM,"0,589",CDM,"76,000",G,"74,000",G,
W301581500,DU,50,1.0,"538,000",MM,"284,000",MM,"225,000",MM,"34,378",CDM,"5 100,000",G,"3 700,000",G,
W301581500,PAL,1 400,1.0,"1 200,000",MM,"800,000",MM,"1 719,000",MM,"1 650,240",CDM,"166 800,000",G,"103 600,000",G,
W301581500,PC,1,1.0,"29,000",MM,"100,000",MM,"203,000",MM,"0,589",CDM,"76,000",G,"74,000",G,
W301581500,PLR,200,1.0,"1 076,000",MM,"568,000",MM,"225,000",MM,"137,513",CDM,"20 400,000",G,"14 800,000",G,
W301581500,PLU,1 500,1.0,"1 200,000",MM,"1 000,000",MM,"1 275,000",MM,"1 530,000",CDM,"178 000,000",G,"111 000,000",G,
W301581500,PRU,300,1.0,"11 076,000",MM,"852,000",MM,"225,000",MM,"2 123,269",CDM,"30 600,000",G,"22 200,000",G,
W301581500,SU,5,1.0,"138,430",MM,"105,250",MM,"206,370",MM,"3,007",CDM,"435,000",G,"370,000",G,
W301581600,CU,1,1.0,"18,000",MM,"101,000",MM,"110,000",MM,"0,200",CDM,"30,000",G,"30,000",G,
W301581600,DU,200,1.0,"498,470",MM,"298,450",MM,"225,420",MM,"33,535",CDM,"7 425,000",G,"6 000,000",G,
W301581600,PAL,7 200,1.0,"1 200,000",MM,"800,000",MM,"1 496,520",MM,"1 436,659",CDM,"292 300,000",G,"216 000,000",G,
W301581600,PC,1,4.0,"18,000",MM,"101,000",MM,"110,000",MM,"0,200",CDM,"30,000",G,"30,000",G,
W301581600,PLR,1 200,1.0,"1 200,000",MM,"800,000",MM,"225,420",MM,"216,403",CDM,"44 550,000",G,"36 000,000",G,
W301581600,PLU,8 000,1.0,"1 219,200",MM,"1 016,000",MM,"1 254,100",MM,"1 553,463",CDM,"319 680,000",G,"240 000,000",G,
W301581600,PRU,1 600,1.0,"1 193,800",MM,"996,950",MM,"225,420",MM,"268,286",CDM,"59 400,000",G,"48 000,000",G,
W301581600,SU,10,1.0,"143,670",MM,"98,000",MM,"104,200",MM,"0,953",CDM,"340,000",G,"300,000",G,
W301614000,CU,1,1.0,"30,000",MM,"100,000",MM,"203,000",MM,"0,609",CDM,"76,000",G,"76,000",G,
W301614000,DU,50,1.0,"538,000",MM,"284,000",MM,"225,000",MM,"34,378",CDM,"5 100,000",G,"3 800,000",G,
W301614000,PAL,1 400,1.0,"1 200,000",MM,"800,000",MM,"1 719,000",MM,"1 650,240",CDM,"166 800,000",G,"106 400,000",G,
W301614000,PC,1,1.0,"30,000",MM,"100,000",MM,"203,000",MM,"0,609",CDM,"76,000",G,"76,000",G,
W301614000,PLR,200,1.0,"1 076,000",MM,"568,000",MM,"225,000",MM,"137,513",CDM,"20 400,000",G,"15 200,000",G,
W301614000,PLU,1 500,1.0,"1 200,000",MM,"1 000,000",MM,"1 254,000",MM,"1 504,800",CDM,"175 680,000",G,"114 000,000",G,
W301614000,PRU,300,1.0,"1 200,000",MM,"1 000,000",MM,"225,000",MM,"270,000",CDM,"30 600,000",G,"22 800,000",G,
W301614000,SU,5,1.0,"139,000",MM,"106,000",MM,"207,000",MM,"3,050",CDM,"435,000",G,"380,000",G,
W301614100,CU,1,1.0,"19,000",MM,"101,000",MM,"110,000",MM,"0,211",CDM,"30,000",G,"25,000",G,
W301614100,DU,200,1.0,"499,000",MM,"299,000",MM,"225,420",MM,"33,633",CDM,"6 508,000",G,"5 000,000",G,
W301614100,PAL,8 400,1.0,"1 200,000",MM,"800,000",MM,"1 726,000",MM,"1 656,960",CDM,"297 336,000",G,"210 000,000",G,
W301614100,PC,1,4.0,"19,000",MM,"101,000",MM,"110,000",MM,"0,211",CDM,"30,000",G,"25,000",G,
W301614100,PLR,1 200,1.0,"1 196,000",MM,"798,000",MM,"226,000",MM,"215,696",CDM,"39 048,000",G,"30 000,000",G,
W301614100,PLU,8 000,1.0,"1 200,000",MM,"1 000,000",MM,"1 254,000",MM,"1 504,800",CDM,"283 000,000",G,"200 000,000",G,
W301614100,PRU,1 600,1.0,"1 200,000",MM,"1 000,000",MM,"225,420",MM,"270,504",CDM,"52 064,000",G,"40 000,000",G,
W301614100,SU,10,1.0,"144,000",MM,"97,000",MM,"105,000",MM,"1,467",CDM,"338,000",G,"250,000",G,
W301656103,CU,1,1.0,"90,000",MM,"36,000",MM,"198,500",MM,"0,643",CDM,"61,000",G,"50,760",G,
W301656103,DU,50,1.0,"485,000",MM,"392,000",MM,"222,000",MM,"42,207",CDM,"4 463,000",G,"2 538,000",G,
W301656103,PAL,1 400,1.0,"1 200,000",MM,"800,000",MM,"1 698,000",MM,"1 630,080",CDM,"148 946,000",G,"71 064,000",G,
W301656103,PC,1,1.0,"90,000",MM,"36,000",MM,"198,500",MM,"0,643",CDM,"61,000",G,"50,760",G,
W301656103,PLR,200,1.0,"970,000",MM,"784,000",MM,"222,000",MM,"213,120",CDM,"17 852,000",G,"10 152,000",G,
W301656103,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 482,000",MM,"1 778,400",CDM,"185 668,000",G,"91 368,000",G,
W301656103,PRU,300,1.0,"1 176,000",MM,"970,000",MM,"222,000",MM,"266,400",CDM,"26 778,000",G,"15 228,000",G,
W301656103,SU,5,1.0,"186,000",MM,"93,000",MM,"202,000",MM,"3,494",CDM,"360,000",G,"253,800",G,
W301709400,CU,1,1.0,"20,000",MM,"140,000",MM,"165,000",MM,"0,462",CDM,"56,000",G,"50,400",G,
W301709400,PAL,3 200,1.0,"1 200,000",MM,"800,000",MM,"1 800,000",MM,"1 728,000",CDM,"200 000,000",G,"161 280,000",G,
W301709400,PC,1,7.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"50,400",G,
W301709400,PCF,1,2.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"0,000",,"50,400",G,
W301709400,PLR,320,1.0,"1 200,000",MM,"800,000",MM,"165,000",MM,"158,400",CDM,"18 000,000",G,"16 128,000",G,
W301709400,SU,20,1.0,"280,000",MM,"180,000",MM,"165,000",MM,"8,316",CDM,"1 140,000",G,"1 008,000",G,
W301709800,CU,1,1.0,"130,000",MM,"38,000",MM,"235,000",MM,"1,161",CDM,"40,000",G,"35,100",G,
W301709800,PAL,3 360,1.0,"1 200,000",MM,"800,000",MM,"1 502,000",MM,"1 441,920",CDM,"0,000",G,"117 936,000",G,
W301709800,PC,1,5.0,"0,000",,"0,000",,"0,000",,"0,000",CDM,"40,000",G,"35,100",G,
W301709800,PLR,480,1.0,"1 200,000",MM,"800,000",MM,"194,000",MM,"186,240",CDM,"0,000",G,"16 848,000",G,
W301709800,SU,20,1.0,"376,000",MM,"206,000",MM,"194,000",MM,"15,026",CDM,"984,000",G,"702,000",G,
W301718301,CU,1,1.0,"200,000",MM,"100,000",MM,"35,000",MM,"0,700",CDM,"110,458",G,"28,720",G,
W301718301,DU,50,1.0,"525,000",MM,"370,000",MM,"220,000",MM,"42,735",CDM,"5 523,000",G,"1 436,000",G,
W301718301,PAL,1 400,1.0,"1 200,000",MM,"800,000",MM,"1 685,000",MM,"1 617,600",CDM,"154 669,000",G,"40 208,000",G,
W301718301,PC,1,1.0,"200,000",MM,"100,000",MM,"35,000",MM,"0,700",CDM,"110,458",G,"28,720",G,
W301718301,PLR,200,1.0,"1 050,000",MM,"740,000",MM,"220,000",MM,"170,940",CDM,"22 092,000",G,"5 744,000",G,
W301718301,PLU,1 500,1.0,"1 200,000",MM,"1 000,000",MM,"1 470,000",MM,"1 764,000",CDM,"165 715,000",G,"43 080,000",G,
W301718301,PRU,250,1.0,"1 110,000",MM,"895,000",MM,"220,000",MM,"218,559",CDM,"27 615,000",G,"7 180,000",G,
W301718301,SU,5,1.0,"175,000",MM,"102,000",MM,"203,000",MM,"3,624",CDM,"552,000",G,"143,600",G,
W301766800,CU,1,1.0,"47,000",MM,"100,000",MM,"203,000",MM,"0,954",CDM,"193,796",G,"56,370",G,
W301766800,PAL,1 190,1.0,"1 200,000",MM,"800,000",MM,"1 656,000",MM,"1 589,760",CDM,"254 622,000",G,"67 080,300",G,
W301766800,PC,1,1.0,"47,000",MM,"100,000",MM,"203,000",MM,"0,954",CDM,"193,796",G,"56,370",G,
W301766800,PLR,170,1.0,"1 188,000",MM,"784,000",MM,"216,000",MM,"201,181",CDM,"32 946,000",G,"9 582,900",G,
W301766800,PLU,800,1.0,"1 200,000",MM,"1 000,000",MM,"1 014,000",MM,"1 298,302",CDM,"180 040,000",G,"45 096,000",G,
W301766800,PRU,200,1.0,"1 154,000",MM,"964,000",MM,"216,000",MM,"268,614",CDM,"38 760,000",G,"11 274,000",G,
W301766800,SU,5,1.0,"241,000",MM,"112,000",MM,"216,000",MM,"5,661",CDM,"969,000",G,"281,850",G,
W301766900,CU,1,1.0,"47,000",MM,"100,000",MM,"203,000",MM,"0,954",CDM,"192,260",G,"55,790",G,
W301766900,PC,1,1.0,"47,000",MM,"100,000",MM,"203,000",MM,"0,954",CDM,"192,260",G,"55,790",G,
W301766900,PLU,800,1.0,"1 200,000",MM,"1 000,000",MM,"1 044,000",MM,"1 212,000",CDM,"185 680,000",G,"44 632,000",G,
W301766900,PRU,200,1.0,"1 200,000",MM,"1 000,000",MM,"226,000",MM,"259,200",CDM,"38 920,000",G,"11 158,000",G,
W301766900,SU,5,1.0,"234,000",MM,"112,000",MM,"216,000",MM,"5,661",CDM,"961,000",G,"278,950",G,
W301793500,CU,1,1.0,"175,000",MM,"90,000",MM,"30,000",MM,"0,473",CDM,"137,800",G,"95,000",G,
W301793500,DU,20,1.0,"405,000",MM,"180,000",MM,"215,000",MM,"15,674",CDM,"2 756,000",G,"1 900,000",G,
W301793500,PAL,1 680,1.0,"1 200,000",MM,"800,000",MM,"1 649,000",MM,"1 583,040",CDM,"255 504,000",G,"159 600,000",G,
W301793500,PC,1,1.0,"175,000",MM,"90,000",MM,"30,000",MM,"0,473",CDM,"137,800",G,"95,000",G,
W301793500,PLR,240,1.0,"1 170,000",MM,"765,000",MM,"215,000",MM,"192,436",CDM,"33 072,000",G,"22 800,000",G,
W301793500,PLU,1 800,1.0,"1 200,000",MM,"1 000,000",MM,"1 440,000",MM,"1 728,000",CDM,"273 040,000",G,"171 000,000",G,
W301793500,PRU,300,1.0,"1 170,000",MM,"945,000",MM,"215,000",MM,"237,715",CDM,"41 340,000",G,"28 500,000",G,
W301793500,SU,5,1.0,"160,000",MM,"95,000",MM,"185,000",MM,"2,812",CDM,"689,000",G,"475,000",G,
W301916200,CU,1,1.0,"48,000",MM,"100,030",MM,"203,000",MM,"0,975",CDM,"153,000",G,"121,000",G,
W301916200,PAL,1 190,1.0,"1 200,000",MM,"800,000",MM,"1 656,000",MM,"1 247,230",CDM,"241 532,000",G,"143 990,000",G,
W301916200,PC,1,1.0,"48,000",MM,"100,030",MM,"203,000",MM,"0,975",CDM,"153,000",G,"121,000",G,
W301916200,PLR,170,1.0,"1 188,000",MM,"756,000",MM,"216,000",MM,"266,552",CDM,"31 076,000",G,"20 570,000",G,
W301916200,PLU,800,1.0,"1 200,000",MM,"1 000,000",MM,"1 014,000",MM,"1 216,800",CDM,"171 240,000",G,"96 800,000",G,
W301916200,PRU,200,1.0,"1 080,000",MM,"972,000",MM,"216,000",MM,"226,748",CDM,"36 560,000",G,"24 200,000",G,
W301916200,SU,5,1.0,"243,000",MM,"108,000",MM,"216,000",MM,"5,669",CDM,"914,000",G,"605,000",G,
W301933101,CU,1,1.0,"30,000",MM,"105,000",MM,"206,000",MM,"0,649",CDM,"99,800",G,"47,200",G,
